Word,new AoA,Frequency,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum,icon_eng,freq_eng,Bigram,Conc.M,Conc.SD,Unknown,Total,SUBTLEX
leap,352.0,1.4867,4.8,1.54,20.0,4.0,2.49,23.0,1.818181818,3.98,0.0,3.86,1.24,0.0,28.0,340.0
lecture,533.0,1.0327,4.0,2.21,21.0,3.16,2.36,19.0,0.7,4.16,0.0,3.79,1.17,0.0,28.0,534.0
leg,165.0,2.2441,6.22,1.63,18.0,2.75,2.29,20.0,0.3157894739999999,4.67,0.0,4.83,0.59,0.0,30.0,2882.0
leopard,421.0,0.9261,6.43,1.8,21.0,6.26,2.13,19.0,0.4,3.59,0.0,5.0,0.0,0.0,30.0,276.0
lie,286.0,1.2986,2.39,1.43,41.0,4.81,2.8,21.0,-0.636363636,4.82,0.0,3.11,1.42,0.0,27.0,6133.0
life,335.0,2.9214,6.68,2.49,41.0,5.59,2.58,22.0,0.333333333,5.91,0.0,2.69,1.44,0.0,29.0,40629.0
lift,277.0,1.9453,5.32,1.76,22.0,4.9,2.81,20.0,0.571428571,4.48,0.0,3.89,1.4,0.0,28.0,1741.0
light,295.0,1.7303,6.55,1.82,22.0,3.52,2.58,21.0,0.9,5.33,0.0,4.21,1.15,0.0,29.0,8425.0
like,249.0,-1.5539,7.44,1.46,18.0,4.4,2.5,20.0,-0.333333333,6.4,0.0,1.89,0.99,0.0,28.0,203947.0
liquid,368.0,1.0568,5.35,1.7,23.0,3.67,2.63,21.0,1.5,4.37,0.0,4.72,0.54,0.0,25.0,395.0
listen,266.0,2.2489,6.91,1.31,22.0,3.76,1.89,21.0,0.75,5.01,0.0,3.47,1.38,0.0,30.0,27784.0
little,220.0,2.6514,5.91,1.66,22.0,4.2,1.96,20.0,1.15,5.78,0.0,3.67,1.32,0.0,30.0,73766.0
live,297.0,2.7189,7.95,1.17,22.0,4.71,2.57,21.0,0.4166666670000001,5.55,0.0,3.57,1.22,0.0,30.0,17574.0
lizard,421.0,0.6448,5.43,2.2,21.0,5.5,2.82,20.0,1.666666667,3.58,0.0,4.68,0.86,0.0,28.0,247.0
loan,502.0,1.5423,4.19,2.56,21.0,3.3,2.03,20.0,0.0,4.6,0.0,3.72,1.36,0.0,29.0,1013.0
look,238.0,3.1303,5.95,1.68,22.0,3.76,2.64,21.0,1.818181818,5.79,0.0,2.96,1.53,1.0,29.0,99311.0
lose,286.0,2.5315,3.59,2.09,22.0,5.43,2.69,21.0,-0.307692308,5.09,0.0,2.25,1.35,0.0,28.0,8382.0
love,251.0,2.3548,8.0,1.39,37.0,5.36,3.23,47.0,1.125,5.8,0.0,2.07,1.19,0.0,29.0,56864.0
low,290.0,2.2596,4.39,1.72,18.0,2.21,1.9,19.0,2.916666667,5.31,0.0,3.34,1.47,0.0,29.0,3016.0
machine,361.0,2.09,5.0,1.24,23.0,4.39,2.18,44.0,0.666666667,4.91,0.0,4.25,1.14,0.0,28.0,3583.0
magic,308.0,1.3223,7.17,1.89,18.0,6.05,2.64,21.0,1.266666667,4.73,0.0,2.9,1.49,0.0,30.0,2687.0
main,383.0,2.2861,5.27,1.16,22.0,4.1,2.4,20.0,0.692307692,5.24,0.0,2.41,1.31,0.0,27.0,2179.0
make,273.0,3.3688,6.09,1.6,22.0,3.67,2.33,21.0,0.642857143,6.06,0.0,2.67,1.6,0.0,30.0,70775.0
malice,566.0,0.8475,2.81,1.56,43.0,4.81,2.52,21.0,0.2,3.26,0.0,1.72,0.79,0.0,25.0,60.0
man,176.0,3.213,5.42,1.22,19.0,4.36,2.49,47.0,0.647058824,5.84,0.0,4.79,0.5,0.0,28.0,94133.0
manage,426.0,2.1068,4.71,1.23,21.0,3.52,1.83,23.0,-0.125,4.56,0.0,2.0,1.08,0.0,30.0,1095.0
mash,331.0,0.6662,4.81,2.02,21.0,3.85,2.89,20.0,3.0,3.48,0.0,3.78,1.4,0.0,27.0,224.0
mass,487.0,2.0427,5.15,1.35,20.0,3.56,2.18,25.0,0.384615385,4.89,0.0,3.44,1.6,1.0,28.0,880.0
matter,404.0,2.4461,5.82,1.37,22.0,4.05,2.18,21.0,-0.5,5.39,0.0,3.54,1.45,0.0,28.0,18900.0
measure,411.0,1.8638,5.14,1.56,21.0,4.36,1.93,25.0,0.545454545,4.73,0.0,3.59,1.18,0.0,29.0,537.0
meet,305.0,2.3685,6.09,1.54,22.0,3.71,2.12,21.0,-0.615384615,5.24,0.0,3.0,1.39,0.0,28.0,17966.0
melt,303.0,1.3866,5.95,1.8,21.0,3.0,2.4,24.0,0.615384615,3.92,0.0,3.96,1.07,0.0,28.0,373.0
microwave,635.0,-1.5539,5.25,1.59,20.0,4.0,2.47,19.0,-1.6,3.74,0.0,4.34,1.2,0.0,29.0,199.0
mind,336.0,2.5259,6.7,1.6,43.0,5.05,2.26,39.0,0.7142857140000001,5.46,0.0,2.5,1.39,0.0,26.0,24715.0
minute,271.0,2.4524,5.5,1.47,22.0,3.76,2.64,21.0,1.071428571,4.94,0.0,3.04,1.65,0.0,27.0,19252.0
moan,372.0,1.1219,4.05,1.93,20.0,5.52,2.75,21.0,3.714285714,3.3,0.0,3.72,1.31,0.0,25.0,96.0
monkey,269.0,1.2577,5.82,2.13,22.0,5.15,2.5,20.0,0.285714286,4.12,0.0,4.9,0.31,0.0,30.0,1709.0
moose,497.0,-0.1067,6.71,1.45,21.0,4.85,2.35,20.0,0.3,3.56,0.0,4.97,0.19,0.0,29.0,282.0
mop,331.0,0.7557,4.53,1.12,19.0,3.14,1.77,21.0,1.8125,3.34,0.0,4.97,0.18,0.0,30.0,211.0
morning,213.0,2.4952,6.41,1.92,22.0,3.95,2.33,21.0,-1.8,5.35,0.0,3.44,1.5,0.0,27.0,22389.0
motion,419.0,1.5996,5.8,1.47,20.0,4.71,2.31,21.0,0.8666666670000001,4.65,0.0,3.8,1.24,0.0,30.0,967.0
move,282.0,2.631,4.95,1.86,21.0,4.24,2.45,21.0,0.3,5.35,0.0,3.25,1.43,1.0,29.0,21325.0
mug,568.0,0.0694,4.16,1.77,19.0,3.83,2.52,23.0,0.0,3.65,0.0,4.8,0.76,0.0,30.0,349.0
murder,426.0,1.3955,1.48,0.81,21.0,6.24,2.76,21.0,0.071428571,4.85,0.0,3.61,1.55,0.0,28.0,5717.0
museum,426.0,1.5587,6.67,1.59,21.0,3.74,2.58,23.0,0.4,4.7,0.0,4.6,0.91,0.0,25.0,942.0
must,273.0,2.9652,5.45,1.44,22.0,4.1,2.47,21.0,1.5,5.75,0.0,2.13,1.31,0.0,30.0,35661.0
mustard,331.0,0.6714,4.74,1.41,19.0,3.39,2.0,18.0,-0.6,3.66,0.0,4.93,0.25,0.0,30.0,329.0
myth,482.0,1.4487,6.11,2.02,19.0,4.0,2.53,22.0,-0.076923077,4.16,0.0,2.17,1.36,0.0,29.0,352.0
name,245.0,2.5262,5.62,1.56,21.0,3.04,2.12,23.0,0.071428571,5.63,0.0,3.5,1.29,1.0,25.0,32735.0
narrow,426.0,1.1753,4.95,1.0,20.0,4.53,2.57,19.0,0.285714286,4.41,0.0,3.04,1.4,0.0,27.0,358.0
new,239.0,3.0295,7.68,1.29,22.0,5.14,2.82,21.0,-0.285714286,6.27,0.0,2.81,1.62,0.0,27.0,36913.0
nice,232.0,2.1782,6.95,2.04,40.0,3.53,2.44,43.0,0.8125,5.38,0.0,2.18,1.31,0.0,28.0,33125.0
noise,217.0,1.8889,3.36,2.28,22.0,5.75,2.59,20.0,0.909090909,4.56,0.0,3.52,1.4,0.0,27.0,1779.0
note,325.0,2.0637,5.78,1.73,18.0,3.33,2.06,21.0,0.0,5.06,0.0,4.61,0.88,1.0,29.0,2731.0
nurse,303.0,1.6916,5.41,2.25,41.0,4.64,2.82,22.0,1.0,4.42,0.0,4.39,0.96,0.0,28.0,2294.0
object,398.0,2.0164,5.52,1.47,21.0,4.08,2.24,24.0,-0.166666667,4.69,0.0,3.66,1.54,0.0,29.0,1314.0
odd,316.0,1.7913,4.56,1.23,41.0,4.26,2.14,43.0,1.0,4.43,0.0,1.7,1.1,0.0,27.0,1226.0
offer,389.0,2.3121,5.67,2.03,18.0,3.5,2.26,20.0,0.076923077,5.06,0.0,2.23,1.07,0.0,30.0,3810.0
old,260.0,2.9312,3.19,1.94,21.0,4.48,2.66,21.0,1.266666667,5.74,0.0,2.72,1.31,0.0,29.0,31056.0
one,193.0,2.6177,6.09,2.07,22.0,2.67,2.01,21.0,1.846153846,6.49,0.0,3.97,1.45,0.0,30.0,156684.0
opening,409.0,1.3557,5.95,1.47,21.0,4.6,2.64,20.0,0.7692307690000001,4.9,0.0,3.79,1.29,0.0,29.0,1960.0
order,372.0,2.4616,5.82,0.96,22.0,3.19,1.99,21.0,1.142857143,5.51,0.0,2.79,1.47,0.0,29.0,7985.0
ostrich,427.0,0.4284,5.16,1.68,19.0,3.87,2.47,23.0,0.4,3.09,0.0,4.71,0.94,0.0,28.0,48.0
other,325.0,3.2154,5.41,1.59,22.0,3.48,2.27,21.0,-0.083333333,6.18,0.0,2.04,1.22,0.0,27.0,37505.0
ought,404.0,2.0131,5.0,1.88,18.0,3.0,2.49,20.0,-0.230769231,4.41,0.0,1.43,0.92,1.0,29.0,4118.0
owner,359.0,1.785,6.38,1.53,21.0,4.71,2.1,24.0,1.0,4.76,0.0,3.78,1.15,0.0,27.0,1185.0
pain,266.0,1.9247,2.0,1.28,40.0,6.27,2.59,22.0,0.230769231,5.04,0.0,3.5,1.58,0.0,28.0,4995.0
paint,238.0,1.8561,5.74,1.33,19.0,4.5,1.96,20.0,1.727272727,4.48,0.0,4.79,0.41,0.0,29.0,1877.0
panda,452.0,0.0899,7.55,1.32,20.0,4.05,2.61,19.0,-0.9,3.61,0.0,4.75,0.93,0.0,28.0,108.0
panther,480.0,0.9201,6.1,2.43,21.0,5.45,2.14,20.0,1.0,3.46,0.0,4.93,0.26,0.0,29.0,131.0
paper,225.0,2.3534,5.42,1.62,40.0,3.52,2.58,48.0,0.4166666670000001,5.07,0.0,4.93,0.38,0.0,27.0,5271.0
park,251.0,1.8527,7.0,1.61,18.0,2.7,2.08,20.0,0.384615385,5.1,0.0,4.74,0.81,0.0,27.0,3678.0
parrot,337.0,0.5988,6.79,1.36,19.0,4.65,2.41,20.0,1.090909091,3.5,0.0,5.0,0.0,0.0,26.0,167.0
party,250.0,2.654,7.18,1.97,82.0,6.08,2.8,106.0,1.923076923,5.5,0.0,3.89,1.34,0.0,28.0,11890.0
past,339.0,2.0192,5.09,1.9,22.0,4.71,2.37,21.0,1.214285714,5.36,0.0,1.7,1.1,0.0,27.0,6312.0
peace,381.0,1.9502,7.75,1.5,40.0,4.65,2.77,23.0,1.2,5.04,0.0,1.62,1.35,0.0,29.0,3550.0
pearl,374.0,1.0589,6.05,1.68,19.0,3.5,2.07,18.0,1.181818182,4.06,0.0,4.87,0.34,1.0,24.0,799.0
penguin,392.0,0.7014,6.65,1.27,20.0,4.0,2.52,24.0,-1.583333333,3.86,0.0,5.0,0.0,0.0,27.0,147.0
people,290.0,3.1711,5.7,2.01,81.0,3.77,2.34,82.0,0.6,6.25,0.0,4.82,0.48,0.0,28.0,56252.0
permit,443.0,1.6353,5.26,1.37,19.0,3.76,2.39,21.0,0.692307692,4.3,0.0,3.43,1.55,0.0,28.0,617.0
person,322.0,2.4197,6.1,1.62,41.0,3.71,2.08,38.0,-0.2,5.57,0.0,4.72,1.03,0.0,29.0,10857.0
pick,273.0,2.2768,5.91,1.41,22.0,3.62,2.25,21.0,2.076923077,5.05,0.0,3.82,1.42,0.0,28.0,10118.0
picture,232.0,2.2403,6.73,1.67,22.0,3.29,1.82,21.0,-0.071428571,5.19,0.0,4.52,1.01,0.0,27.0,7061.0
piece,264.0,2.2354,5.23,1.8,22.0,3.57,1.99,21.0,0.8,5.01,0.0,4.14,1.24,1.0,29.0,6349.0
pink,277.0,1.2385,6.68,1.89,22.0,4.35,2.98,20.0,-0.153846154,4.46,0.0,3.93,1.33,0.0,28.0,1452.0
plan,413.0,2.1302,6.14,1.46,22.0,3.86,2.26,21.0,-0.076923077,5.27,0.0,3.4,1.4,0.0,30.0,7432.0
plane,522.0,0.0482,5.72,1.85,40.0,4.91,2.18,22.0,-0.461538462,4.75,0.0,4.92,0.4,0.0,25.0,4872.0
plant,293.0,2.0834,7.05,1.32,20.0,3.94,2.41,18.0,-0.2,4.89,0.0,4.76,0.83,0.0,29.0,1408.0
play,195.0,2.1383,7.55,1.34,22.0,3.81,2.56,21.0,1.083333333,5.58,0.0,3.24,1.3,0.0,25.0,18081.0
police,292.0,2.3146,4.59,2.4,22.0,5.95,2.46,21.0,0.058823529,5.3,0.0,4.79,0.49,0.0,29.0,12044.0
polish,305.0,1.3223,6.0,1.89,19.0,3.36,2.38,22.0,0.333333333,4.28,0.0,4.23,1.21,0.0,26.0,493.0
pony,267.0,1.1554,6.71,1.59,21.0,4.29,2.93,24.0,-0.071428571,3.81,0.0,4.9,0.4,0.0,31.0,413.0
poor,284.0,2.3184,3.67,1.53,21.0,4.67,2.33,21.0,-1.2,5.15,0.0,2.7,1.71,0.0,27.0,6583.0
portray,560.0,0.943,5.35,1.81,20.0,3.09,1.86,23.0,0.5,3.63,0.0,2.18,1.33,0.0,28.0,43.0
pound,340.0,2.4184,4.62,2.06,21.0,4.26,2.4,19.0,0.25,4.3,0.0,4.61,0.69,0.0,28.0,708.0
pour,269.0,1.8973,5.16,1.07,19.0,3.28,1.9,18.0,1.3,4.17,0.0,4.14,0.97,0.0,28.0,771.0
prefer,435.0,1.915,5.62,2.16,21.0,4.65,2.6,20.0,0.166666667,4.56,0.0,1.62,0.8,0.0,26.0,1679.0
premier,590.0,0.5328,5.37,1.71,19.0,4.62,2.5,21.0,1.142857143,4.51,0.0,2.07,1.24,0.0,27.0,127.0
prepare,411.0,1.9004,5.32,1.91,22.0,4.15,2.46,20.0,0.384615385,4.54,0.0,2.36,1.19,0.0,28.0,1711.0
present,308.0,2.1763,6.85,1.5,39.0,4.82,2.92,22.0,0.307692308,5.22,0.0,3.39,1.59,0.0,28.0,4562.0
pretty,273.0,1.8755,7.7,1.45,20.0,5.5,2.33,20.0,2.0,5.36,0.0,2.4,1.43,0.0,30.0,20003.0
prince,305.0,1.5898,5.44,2.2,18.0,5.15,3.28,20.0,1.307692308,4.75,0.0,4.44,1.08,0.0,25.0,2299.0
prison,385.0,1.9058,1.94,1.55,18.0,5.1,2.34,21.0,0.8666666670000001,4.81,0.0,4.68,0.67,0.0,28.0,3368.0
produce,454.0,2.3903,6.57,2.09,21.0,3.23,1.93,22.0,0.071428571,4.84,0.0,3.31,1.26,0.0,29.0,564.0
promote,534.0,1.5151,6.55,1.67,20.0,4.7,2.36,20.0,0.142857143,4.53,0.0,2.26,1.32,0.0,27.0,225.0
prune,495.0,0.4004,4.61,1.59,23.0,3.14,1.8,21.0,2.0,2.88,0.0,4.7,0.61,0.0,27.0,75.0
public,441.0,2.4094,5.33,1.78,18.0,3.35,2.91,20.0,-0.2,5.58,0.0,2.57,1.32,0.0,28.0,3625.0
pump,383.0,1.2413,4.0,1.3,20.0,4.0,2.17,21.0,2.363636364,4.21,0.0,4.31,1.01,0.0,26.0,645.0
pumpkin,413.0,0.3263,7.0,1.38,21.0,3.43,1.96,21.0,-0.583333333,3.69,0.0,4.9,0.31,0.0,29.0,553.0
punch,301.0,1.0167,3.27,2.07,22.0,5.8,2.82,20.0,2.076923077,4.31,0.0,4.39,0.79,0.0,28.0,1514.0
purple,338.0,0.7559,5.6,1.5,20.0,4.05,2.61,22.0,1.181818182,4.3,0.0,4.04,1.43,0.0,28.0,629.0
push,247.0,1.0955,5.39,1.85,18.0,4.4,2.78,20.0,2.333333333,4.78,0.0,4.21,1.21,0.0,29.0,3598.0
put,256.0,2.9063,5.09,1.23,22.0,3.86,2.03,21.0,1.230769231,5.67,0.0,2.5,1.61,0.0,26.0,42251.0
quarrel,351.0,1.1292,2.84,1.21,19.0,5.39,2.75,44.0,-0.083333333,3.37,0.0,3.32,1.39,0.0,28.0,286.0
quick,269.0,1.8157,6.08,1.53,38.0,5.16,2.47,43.0,3.333333333,4.93,0.0,2.89,1.29,0.0,28.0,5542.0
quiet,221.0,-1.5539,6.47,1.58,19.0,1.95,1.58,41.0,1.0,4.63,0.0,2.76,1.5,0.0,29.0,5978.0
race,279.0,1.3371,5.44,1.82,18.0,5.2,2.61,20.0,-0.083333333,5.08,0.0,3.59,1.12,0.0,29.0,3157.0
ramble,473.0,0.2648,4.32,2.0,19.0,5.0,2.41,23.0,2.166666667,2.79,0.0,2.54,1.32,0.0,28.0,31.0
rat,279.0,1.3856,3.21,2.02,42.0,5.9,2.43,20.0,1.636363636,4.15,0.0,4.85,0.6,0.0,27.0,1663.0
rattle,195.0,0.4795,4.47,1.41,40.0,4.48,2.52,44.0,3.272727273,3.33,0.0,4.07,1.33,0.0,29.0,172.0
real,310.0,2.4758,7.09,1.63,22.0,4.05,2.38,21.0,0.923076923,5.6,0.0,2.5,1.62,0.0,28.0,22583.0
red,213.0,1.2455,5.67,2.07,42.0,5.02,2.56,43.0,1.833333333,5.3,0.0,4.24,1.36,0.0,25.0,7551.0
redeem,546.0,0.7059,5.95,1.65,19.0,4.2,2.46,20.0,0.214285714,3.48,0.0,2.24,1.12,0.0,29.0,83.0
reduce,463.0,2.0749,5.1,1.59,20.0,3.67,1.83,21.0,0.181818182,4.72,0.0,2.0,1.02,0.0,26.0,219.0
reflect,523.0,1.892,6.1,1.67,21.0,3.35,1.94,23.0,0.6,4.4,0.0,2.81,1.47,0.0,27.0,213.0
rent,420.0,1.4632,4.41,1.97,22.0,4.25,2.75,20.0,-0.083333333,4.47,0.0,3.48,1.34,0.0,27.0,1762.0
resist,501.0,1.6157,3.95,1.43,21.0,3.6,2.42,25.0,0.7692307690000001,4.17,0.0,2.78,1.28,1.0,28.0,657.0
rhinoceros,424.0,0.2243,6.0,1.85,22.0,4.47,2.27,19.0,1.25,2.86,0.0,4.75,0.85,1.0,25.0,38.0
ride,243.0,1.7553,6.27,1.45,22.0,5.1,2.57,21.0,1.166666667,4.8,0.0,3.75,1.35,0.0,28.0,6904.0
right,256.0,2.4966,7.32,1.49,22.0,5.0,2.6,20.0,0.916666667,5.96,0.0,3.47,1.76,0.0,30.0,204428.0
ring,331.0,1.958,7.09,1.48,22.0,4.43,2.66,21.0,3.153846154,4.78,0.0,4.81,0.62,0.0,27.0,4730.0
rise,344.0,2.2895,5.73,1.52,22.0,5.3,2.75,20.0,1.5,4.85,0.0,4.04,1.22,0.0,27.0,1399.0
river,254.0,2.1066,6.72,1.72,40.0,4.22,2.86,45.0,1.0,4.99,0.0,4.89,0.32,0.0,27.0,2829.0
roast,351.0,0.9646,5.74,1.37,19.0,4.05,2.4,21.0,0.7142857140000001,3.81,0.0,4.4,0.97,0.0,30.0,499.0
rob,346.0,1.1654,2.1,1.21,20.0,5.54,2.86,24.0,0.0,4.35,0.0,3.48,1.31,1.0,28.0,1188.0
roof,519.0,0.1451,4.48,1.72,21.0,3.4,2.33,20.0,-0.25,4.51,0.0,4.79,0.5,0.0,28.0,1818.0
roost,443.0,-0.0757,5.16,1.42,19.0,3.82,2.22,22.0,0.2,2.95,0.0,3.29,1.61,0.0,28.0,45.0
rose,301.0,1.3281,7.11,2.0,18.0,2.8,1.99,20.0,0.545454545,4.85,0.0,4.9,0.41,0.0,29.0,2704.0
rot,387.0,1.0674,2.65,1.79,20.0,4.72,2.42,18.0,1.230769231,3.64,0.0,3.96,1.35,0.0,28.0,394.0
rotten,374.0,1.0817,2.43,1.5,23.0,4.9,2.24,40.0,2.142857143,3.78,0.0,3.87,1.48,0.0,30.0,891.0
round,267.0,2.2002,5.89,1.75,18.0,2.5,2.24,20.0,2.785714286,5.14,0.0,3.9,1.4,0.0,29.0,3393.0
rush,412.0,1.1849,4.05,2.09,21.0,6.55,2.46,20.0,1.857142857,4.47,0.0,2.9,1.35,0.0,30.0,1602.0
sad,258.0,1.6882,2.1,0.91,20.0,3.49,2.21,919.0,1.769230769,4.83,0.0,3.07,1.58,0.0,29.0,3232.0
sail,317.0,1.3022,6.84,1.5,19.0,3.74,2.65,23.0,1.545454545,4.0,0.0,4.59,0.69,0.0,27.0,701.0
salmon,398.0,1.0896,6.48,1.69,21.0,3.87,2.32,23.0,-0.454545455,4.0,0.0,4.81,0.63,0.0,26.0,334.0
sandwich,260.0,1.012,7.18,1.33,22.0,4.94,2.62,18.0,-0.133333333,4.11,0.0,4.9,0.31,0.0,29.0,1118.0
satisfy,432.0,1.754,7.09,1.6,22.0,5.53,2.67,19.0,0.4166666670000001,4.02,0.0,2.04,1.09,0.0,27.0,286.0
saw,336.0,0.5395,4.16,1.95,19.0,4.18,2.3,22.0,1.733333333,5.36,0.0,4.46,1.0,0.0,28.0,20527.0
say,264.0,3.631,5.91,1.66,22.0,4.43,2.48,21.0,0.8,5.91,0.0,2.58,1.27,0.0,26.0,83629.0
scramble,402.0,1.167,5.21,1.36,19.0,4.85,2.62,20.0,2.3,3.39,0.0,3.31,1.29,0.0,26.0,123.0
scream,288.0,1.6857,3.02,1.62,40.0,6.74,1.66,23.0,2.5,4.1,0.0,4.32,1.12,0.0,28.0,1347.0
screwdriver,342.0,0.503,5.76,1.79,21.0,3.8,2.08,25.0,1.727272727,3.07,0.0,4.9,0.31,0.0,29.0,128.0
scurry,536.0,0.6866,2.95,1.39,19.0,4.59,2.06,22.0,2.923076923,2.55,0.0,3.67,1.24,4.0,28.0,40.0
sea,221.0,2.2388,6.56,2.09,18.0,2.8,2.33,20.0,-1.4615384619999998,5.09,0.0,4.79,0.49,0.0,29.0,3052.0
seal,376.0,1.1537,5.0,1.3,21.0,2.5,2.11,24.0,-0.454545455,4.28,0.0,4.63,0.74,0.0,27.0,752.0
second,329.0,1.9817,5.23,1.57,22.0,3.48,1.91,21.0,0.230769231,5.65,0.0,3.3,1.61,0.0,27.0,14513.0
